inclusive,delim,example_input,input,expected,actual,result,result_emojis,model_input
False,hash,100,27,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,28,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,29,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,30,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,31,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,32,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,33,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,34,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,35,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,36,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,37,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,38,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,39,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,40,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,41,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,42,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,43,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,44,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,45,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,46,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,47,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,48,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,49,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,50,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,51,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,52,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,53,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,54,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,55,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,56,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,57,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,58,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,59,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,60,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,61,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,62,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,63,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,64,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,65,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,66,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,67,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,68,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,69,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,70,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,71,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,72,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,73,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,74,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,75,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,76,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,77,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,78,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,79,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,80,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,81,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,82,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,83,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,84,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,85,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,86,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,87,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,88,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,89,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,90,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,91,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,92,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,93,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,94,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,95,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,96,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,97,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,98,,,,,input/codeparrot/string_sequence/31.txt
False,hash,100,99,,,,,input/codeparrot/string_sequence/31.txt
False,hash,500,0,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,1,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,2,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,3,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,4,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,5,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,6,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,7,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,8,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,9,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,10,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,11,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,12,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,13,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,14,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,15,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,16,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,17,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,18,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,19,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,20,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,21,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,22,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,23,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,24,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,25,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,26,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,27,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,28,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,29,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,30,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,31,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,32,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,33,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,34,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,35,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,36,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,37,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,38,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,39,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,40,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,41,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,42,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,43,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,44,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,45,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,46,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,47,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,48,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,49,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,50,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,51,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,52,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,53,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,54,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,55,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,56,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,57,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,58,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,59,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,60,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,61,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,62,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,63,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,64,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,65,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,66,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,67,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,68,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,69,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,70,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,71,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,72,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,73,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,74,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,75,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,76,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,77,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,78,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,79,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,80,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,81,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,82,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,83,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,84,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,85,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,86,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,87,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,88,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,89,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,90,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,91,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,92,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,93,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,94,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,95,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,96,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,97,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,98,,,,,input/codeparrot/string_sequence/32.txt
False,hash,500,99,,,,,input/codeparrot/string_sequence/32.txt
False,number sign,1,0,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,1,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,2,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,3,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,4,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,5,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,6,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,7,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,8,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,9,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,10,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,11,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,12,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,13,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,14,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,15,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,16,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,17,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,18,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,19,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,20,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,21,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,22,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,23,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,24,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,25,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,26,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,27,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,28,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,29,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,30,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,31,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,32,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,33,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,34,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,35,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,36,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,37,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,38,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,39,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,40,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,41,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,42,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,43,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,44,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,45,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,46,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,47,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,48,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,49,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,50,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,51,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,52,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,53,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,54,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,55,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,56,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,57,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,58,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,59,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,60,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,61,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,62,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,63,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,64,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,65,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,66,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,67,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,68,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,69,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,70,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,71,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,72,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,73,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,74,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,75,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,76,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,77,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,78,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,79,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,80,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,81,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,82,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,83,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,84,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,85,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,86,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,87,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,88,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,89,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,90,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,91,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,92,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,93,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,94,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,95,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,96,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,97,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,98,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,1,99,,,,,input/codeparrot/string_sequence/33.txt
False,number sign,100,0,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,1,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,2,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,3,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,4,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,5,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,6,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,7,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,8,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,9,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,10,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,11,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,12,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,13,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,14,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,15,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,16,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,17,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,18,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,19,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,20,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,21,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,22,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,23,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,24,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,25,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,26,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,27,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,28,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,29,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,30,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,31,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,32,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,33,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,34,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,35,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,36,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,37,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,38,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,39,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,40,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,41,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,42,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,43,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,44,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,45,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,46,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,47,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,48,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,49,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,50,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,51,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,52,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,53,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,54,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,55,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,56,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,57,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,58,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,59,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,60,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,61,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,62,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,63,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,64,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,65,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,66,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,67,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,68,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,69,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,70,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,71,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,72,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,73,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,74,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,75,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,76,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,77,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,78,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,79,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,80,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,81,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,82,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,83,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,84,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,85,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,86,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,87,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,88,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,89,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,90,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,91,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,92,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,93,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,94,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,95,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,96,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,97,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,98,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,100,99,,,,,input/codeparrot/string_sequence/34.txt
False,number sign,500,0,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,1,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,2,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,3,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,4,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,5,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,6,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,7,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,8,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,9,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,10,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,11,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,12,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,13,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,14,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,15,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,16,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,17,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,18,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,19,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,20,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,21,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,22,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,23,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,24,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,25,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,26,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,27,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,28,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,29,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,30,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,31,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,32,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,33,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,34,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,35,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,36,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,37,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,38,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,39,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,40,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,41,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,42,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,43,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,44,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,45,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,46,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,47,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,48,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,49,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,50,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,51,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,52,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,53,,,,,input/codeparrot/string_sequence/35.txt
False,number sign,500,54,,,,,input/codeparrot/string_sequence/35.txt
